close_time,open,high,low,close,volume,quote_volume,trades,taker_volume,taker_quote_volume
2019-01-02 05:59:59,3776.16,3778.42,3768.0,3773.04,415.849513,1568711.69816698,5001.0,212.921242,803255.6581061999
2019-01-02 06:59:59,3773.04,3775.0,3750.45,3758.53,916.986058,3451865.14919885,6808.0,395.508015,1489120.92170061
2019-01-02 07:59:59,3758.53,3778.54,3755.4,3771.08,1338.79474,5042810.17473033,9727.0,626.514292,2359937.3827163996
2019-01-02 08:59:59,3772.64,3800.0,3770.09,3781.35,2216.579225,8383935.08618102,14534.0,1175.171836,4445758.72918608
2019-01-02 09:59:59,3780.81,3786.24,3770.0,3775.0,1483.627847,5604426.272673099,8460.0,604.814383,2284447.67571202
2019-01-02 10:59:59,3773.84,3794.4,3770.03,3788.0,1117.136593,4222018.60595823,8212.0,563.3923940000001,2129647.16109906
2019-01-02 11:59:59,3788.22,3803.68,3777.82,3787.97,1395.941655,5290195.28982266,8936.0,690.93358,2618716.37328915
2019-01-02 12:59:59,3788.81,3793.72,3778.23,3792.51,1179.766158,4466590.69756798,7319.0,611.288143,2314400.25390575
2019-01-02 13:59:59,3793.12,3839.63,3790.82,3825.65,2589.868431,9886282.49161121,13833.0,1432.800439,5469358.30056609
2019-01-02 14:59:59,3825.19,3834.26,3796.51,3811.24,2325.654093,8859641.42035417,10957.0,1165.273334,4439077.25415464
2019-01-02 15:59:59,3812.17,3815.0,3785.75,3801.28,1359.5813269999999,5170975.93382723,8568.0,700.157522,2663491.12841313
2019-01-02 16:59:59,3802.61,3865.72,3795.0,3824.89,2696.187308,10324509.06309087,13610.0,1576.661499,6038538.84885541
2019-01-02 17:59:59,3824.89,3845.78,3811.01,3822.6,2166.328561,8284002.96057881,10875.0,1114.399727,4260118.01715832
2019-01-02 18:59:59,3822.62,3833.0,3807.0,3828.87,1203.590309,4595777.15865987,7991.0,564.721094,2156936.9774669
2019-01-02 19:59:59,3827.22,3830.19,3801.14,3824.98,921.4759939999999,3517565.67730115,7408.0,510.20239000000004,1947658.35967627
2019-01-02 20:59:59,3824.98,3854.35,3812.34,3849.0,1189.427606,4555593.14001521,8878.0,602.0662980000001,2305805.18161358
2019-01-02 21:59:59,3849.27,3876.0,3830.06,3856.68,1770.790639,6822259.70728579,10829.0,857.575181,3304565.54222944
2019-01-02 22:59:59,3857.36,3876.0,3842.46,3862.12,1464.303496,5640543.4910995,9604.0,879.2585460000001,3386773.52685807
2019-01-02 23:59:59,3861.62,3882.14,3851.0,3858.56,2159.806511,8352920.50296339,13167.0,1147.0763359999999,4437187.77552548
2019-01-03 00:59:59,3857.57,3862.74,3828.7,3830.78,1754.761595,6757363.67184099,10950.0,863.872924,3327419.06852998
2019-01-03 01:59:59,3830.76,3843.24,3821.14,3835.96,1334.960909,5116097.16088266,8772.0,722.629225,2769590.26635586
2019-01-03 02:59:59,3835.96,3844.99,3825.85,3833.47,651.947136,2501621.61583933,6739.0,323.95513900000003,1243070.80173433
2019-01-03 03:59:59,3833.69,3847.05,3832.0,3841.83,732.021603,2811851.08481109,5844.0,441.65788399999997,1696482.9608832
2019-01-03 04:59:59,3841.83,3850.0,3833.7,3834.59,649.628917,2497026.73657564,6780.0,296.98601099999996,1141641.84143701
2019-01-03 05:59:59,3834.7,3840.31,3805.0,3824.38,1094.336108,4180970.57166567,8434.0,506.09540899999996,1933753.31576301
2019-01-03 06:59:59,3824.38,3829.89,3813.62,3820.53,774.978958,2963174.05673056,5998.0,409.602522,1566257.49628189
2019-01-03 07:59:59,3821.81,3837.52,3820.39,3828.88,706.28305,2703950.6094477,6167.0,380.773112,1457899.83029368
2019-01-03 08:59:59,3828.88,3832.83,3796.0,3805.0,1539.5187369999999,5873692.9082021,9444.0,654.4814809999999,2497360.79132649
2019-01-03 09:59:59,3805.85,3814.96,3783.0,3805.81,1663.6388550000001,6326423.09635584,9241.0,824.379315,3135872.49675302
2019-01-03 10:59:59,3806.13,3819.0,3804.07,3811.52,1319.359017,5029915.52328733,7503.0,596.168002,2273019.41539413
2019-01-03 11:59:59,3810.61,3813.51,3787.29,3804.0,1649.230215,6265894.93372763,9476.0,854.974877,3248479.96062115
2019-01-03 12:59:59,3803.31,3823.0,3795.33,3818.02,1243.81332,4734821.15317736,8013.0,674.380814,2567055.83557138
2019-01-03 13:59:59,3817.17,3822.0,3809.35,3817.36,1097.353713,4186558.33954056,7143.0,558.107358,2129562.03431051
2019-01-03 14:59:59,3816.64,3817.37,3790.04,3796.7,1187.831704,4517805.10098045,8096.0,569.932195,2168031.33228303
2019-01-03 15:59:59,3796.79,3811.89,3785.32,3806.7,1340.266726,5096398.40950028,8750.0,711.423847,2705569.25730511
2019-01-03 16:59:59,3807.37,3807.75,3730.0,3738.0,3271.1721399999997,12286752.42263509,17730.0,1445.380949,5430504.14869026
2019-01-03 17:59:59,3738.71,3762.04,3732.19,3748.46,2025.998359,7598461.41005425,10742.0,1148.6262789999998,4307656.96503762
2019-01-03 18:59:59,3748.46,3759.33,3738.0,3757.89,1021.63925,3829599.24326709,7826.0,574.008689,2152037.05769319
2019-01-03 19:59:59,3757.58,3763.71,3740.11,3756.0,771.584632,2895619.63634719,7287.0,405.658494,1522377.45147022
2019-01-03 20:59:59,3756.0,3782.25,3752.37,3780.03,760.416581,2865206.78984789,7727.0,410.30764300000004,1546081.53602751
2019-01-03 21:59:59,3779.99,3782.69,3768.23,3771.26,1333.486625,5034916.54159955,8162.0,634.992226,2397860.1896452997
2019-01-03 22:59:59,3771.27,3781.4,3757.14,3773.79,959.792717,3614343.21087912,7005.0,504.812133,1901081.37613934
2019-01-03 23:59:59,3773.42,3775.53,3757.87,3766.78,522.927492,1968908.46806931,5983.0,279.876739,1053829.99738262
2019-01-04 00:59:59,3767.2,3767.21,3730.0,3750.3,1249.546728,4680245.63987982,8434.0,643.203108,2409081.17183943
2019-01-04 01:59:59,3750.53,3776.89,3749.67,3766.23,793.94147,2987767.94481273,6626.0,456.10778600000003,1716681.9929783999
2019-01-04 02:59:59,3765.67,3766.48,3750.41,3758.65,583.3280940000001,2193116.86411497,5558.0,285.15437799999995,1072225.25826165
2019-01-04 03:59:59,3759.33,3787.65,3752.41,3780.04,981.9115619999999,3699743.94859886,6996.0,591.468431,2228600.43195531
2019-01-04 04:59:59,3780.04,3793.0,3761.94,3775.33,1290.111753,4868331.59358347,7862.0,635.781636,2399656.5661264
2019-01-04 05:59:59,3776.18,3788.53,3764.37,3779.9,982.0135349999999,3709295.97685172,7572.0,540.617624,2042122.2181491002
2019-01-04 06:59:59,3779.9,3797.52,3775.92,3783.02,1406.840685,5327344.7612569,8777.0,769.13664,2912516.69431134
2019-01-04 07:59:59,3783.34,3800.0,3779.54,3783.28,1150.958402,4359725.64860008,7955.0,619.173716,2346020.80788169
2019-01-04 08:59:59,3783.28,3800.0,3766.75,3771.34,1487.042166,5630862.06065192,8513.0,791.351023,2997190.82714674
2019-01-04 09:59:59,3771.35,3789.9,3757.0,3764.35,1358.1022380000002,5117261.84599902,8151.0,718.294554,2707520.36013131
2019-01-04 10:59:59,3764.03,3777.16,3756.48,3775.48,849.6485210000001,3199529.76286042,6519.0,411.290054,1548926.36082006
2019-01-04 11:59:59,3775.46,3777.77,3752.0,3757.55,926.7264880000001,3491922.09842655,6642.0,384.37681499999997,1448805.96215161
2019-01-04 12:59:59,3754.05,3765.0,3739.0,3755.52,1467.2347320000001,5507563.663595599,8272.0,730.805989,2743702.88285689
2019-01-04 13:59:59,3755.95,3757.52,3742.08,3744.0,1476.93285,5537107.05055095,7654.0,724.019176,2714530.82017855
2019-01-04 14:59:59,3744.62,3751.94,3703.62,3717.14,2731.97833,10182870.59428578,13205.0,1341.215757,5000637.4755788
2019-01-04 15:59:59,3715.58,3728.59,3703.57,3725.28,1424.7868019999999,5300519.26754784,10016.0,773.449324,2877652.27531036
2019-01-04 16:59:59,3725.3,3754.0,3717.3,3747.5,1245.430684,4651379.52549958,8787.0,640.70894,2394054.85610934
2019-01-04 17:59:59,3747.5,3749.5,3735.03,3745.22,929.2091019999999,3477660.21575642,7335.0,508.63738499999994,1903737.23038709
2019-01-04 18:59:59,3745.43,3745.96,3726.99,3730.0,828.8959169999999,3097653.61352021,6447.0,452.8930730000001,1692745.36513239
2019-01-04 19:59:59,3730.41,3746.59,3729.02,3739.53,822.2867150000001,3074676.42624519,7213.0,410.98205,1537047.15014712
2019-01-04 20:59:59,3739.74,3786.0,3733.46,3764.24,1359.295482,5106732.69089076,8595.0,826.85089,3106033.39708939
2019-01-04 21:59:59,3762.36,3823.64,3760.21,3802.36,2242.107164,8505338.51917004,11981.0,1302.138607,4939751.86088525
2019-01-04 22:59:59,3802.59,3816.18,3778.51,3790.98,1203.466166,4565628.75516869,7604.0,625.7716889999999,2374207.21711502
2019-01-04 23:59:59,3792.35,3800.98,3787.57,3792.01,727.7590849999999,2762272.17279444,5518.0,395.874613,1502754.79535323
2019-01-05 00:59:59,3790.09,3838.7,3788.97,3811.76,2440.690197,9304134.41956976,11929.0,1429.0509,5448472.106699401
2019-01-05 01:59:59,3811.79,3827.41,3783.25,3803.58,2262.7490780000003,8607312.63622155,9651.0,1303.594034,4959125.20585423
2019-01-05 02:59:59,3803.56,3820.13,3802.43,3811.88,1318.638944,5028710.87794217,8757.0,586.21201,2235267.32572744
2019-01-05 03:59:59,3813.16,3822.27,3803.25,3815.0,1107.4792710000002,4221316.84811596,6751.0,498.455221,1899819.67347493
2019-01-05 04:59:59,3815.35,3826.39,3812.09,3815.72,1224.004168,4675048.31035406,8236.0,430.870042,1645907.38530671
2019-01-05 05:59:59,3815.72,3840.99,3815.72,3834.01,1477.733328,5658632.40966202,9064.0,678.654262,2599522.09572147
2019-01-05 06:59:59,3834.01,3835.08,3792.0,3799.45,2015.473573,7679627.54829064,10439.0,874.4960880000001,3330523.23835466
2019-01-05 07:59:59,3799.71,3804.99,3780.13,3785.15,956.110214,3627499.3727472,6994.0,451.74592199999995,1714330.92654321
2019-01-05 08:59:59,3784.37,3798.84,3783.76,3793.56,614.93263,2332514.71801113,6614.0,332.68172400000003,1261990.91770578
2019-01-05 09:59:59,3793.01,3796.94,3787.03,3790.36,658.552407,2497160.45919282,6218.0,354.900954,1345924.71726204
2019-01-05 10:59:59,3789.72,3793.81,3770.0,3787.94,955.9337109999999,3616155.06629203,8611.0,417.974473,1581485.0436363001
2019-01-05 11:59:59,3788.79,3812.63,3787.53,3801.26,859.3981759999999,3265223.81250224,7419.0,493.86048600000004,1876334.57229646
2019-01-05 12:59:59,3801.03,3811.98,3796.35,3802.47,964.3829529999999,3667429.27092362,8052.0,480.069847,1825788.2819639
2019-01-05 13:59:59,3801.79,3802.74,3782.0,3793.84,1386.14167,5256494.19243053,9486.0,695.276591,2636835.04530327
2019-01-05 14:59:59,3793.83,3794.89,3778.01,3787.45,1333.232982,5049864.22440182,8245.0,651.245686,2466820.25318344
2019-01-05 15:59:59,3787.55,3814.0,3785.02,3785.58,1807.063707,6867361.22492203,11614.0,914.149652,3474225.61418294
2019-01-05 16:59:59,3785.58,3805.0,3775.0,3797.19,1663.6014400000001,6309362.14659221,10590.0,802.7281849999999,3044834.81985887
2019-01-05 17:59:59,3797.0,3807.99,3795.82,3801.36,1004.5710730000001,3817960.44578148,7395.0,445.802521,1694553.28091728
2019-01-05 18:59:59,3801.52,3818.51,3798.26,3809.02,1159.90149,4416918.41525745,7846.0,554.766813,2112389.19860099
2019-01-05 19:59:59,3810.0,3820.0,3798.19,3810.98,868.144392,3308122.73742501,7098.0,427.574864,1629644.6753043998
2019-01-05 20:59:59,3810.89,3812.36,3800.0,3803.68,514.185341,1956849.58837612,5603.0,251.85416600000002,958644.71905557
2019-01-05 21:59:59,3804.95,3812.5,3799.0,3806.57,493.090412,1876913.25619641,5755.0,245.97957000000002,936296.31333557
2019-01-05 22:59:59,3806.33,3810.2,3751.0,3786.62,2574.917606,9719761.27558975,14250.0,1165.730367,4397905.6584067
2019-01-05 23:59:59,3786.62,3786.63,3766.14,3770.96,829.738988,3133128.01836077,7056.0,421.23979699999995,1590814.31746379
2019-01-06 00:59:59,3771.12,3792.12,3761.6,3786.76,964.5644279999999,3644873.17857191,7432.0,521.2746440000001,1969608.56277787
2019-01-06 01:59:59,3786.86,3791.98,3761.15,3765.65,1065.356514,4025310.12733864,7556.0,471.67006799999996,1782515.67846927
2019-01-06 02:59:59,3765.65,3775.01,3740.0,3771.82,1629.662522,6131888.44224554,9536.0,767.00773,2887316.93607771
2019-01-06 03:59:59,3771.57,3778.13,3765.49,3771.15,575.9471110000001,2172058.37626408,5462.0,288.79776499999997,1089233.30878393
2019-01-06 04:59:59,3771.7,3776.86,3760.58,3767.9,648.534626,2443786.99600975,5306.0,319.519008,1204177.74195765
2019-01-06 05:59:59,3768.13,3783.55,3764.43,3777.75,586.813576,2216258.98880602,5747.0,351.239273,1326727.88688984
2019-01-06 06:59:59,3778.38,3779.76,3772.14,3772.22,330.386704,1247811.44442055,4439.0,171.3171,647108.94373172
2019-01-06 07:59:59,3772.34,3775.11,3760.0,3767.94,656.498524,2473333.49964731,6437.0,339.615404,1279727.51398983
2019-01-06 08:59:59,3768.11,3773.32,3761.81,3772.88,569.315529,2144190.95990055,5108.0,312.09390299999995,1175529.20257793
2019-01-06 09:59:59,3772.77,3782.56,3770.93,3771.3,821.586998,3102560.19513711,5939.0,499.80022699999995,1887585.11757886
2019-01-06 10:59:59,3771.3,3812.02,3770.93,3796.99,1745.968805,6621091.76679531,8965.0,991.058485,3758689.88162748
2019-01-06 11:59:59,3796.42,3820.82,3796.42,3814.24,1851.6311219999998,7052968.08732675,9592.0,1058.3256529999999,4031540.37179141
2019-01-06 12:59:59,3814.23,3820.41,3787.07,3790.81,1358.359908,5163031.86782104,8532.0,725.766942,2759260.79865632
2019-01-06 13:59:59,3791.12,3808.31,3785.0,3798.61,839.1476230000001,3185982.13869034,6255.0,485.358125,1842970.8590731998
2019-01-06 14:59:59,3800.0,3805.0,3791.0,3801.35,900.376637,3419726.35130722,6156.0,466.022462,1770199.76796372
2019-01-06 15:59:59,3802.0,3824.99,3800.24,3806.82,1551.907518,5916543.96974447,10033.0,870.875235,3320512.14236441
2019-01-06 16:59:59,3806.91,3814.99,3800.31,3813.39,916.842816,3491818.63622191,7232.0,476.21096100000005,1813929.45287343
2019-01-06 17:59:59,3813.39,4025.0,3813.39,4007.11,8255.228309,32701822.74647729,44797.0,4669.522477,18466954.33872897
2019-01-06 18:59:59,4007.13,4027.71,3972.71,3989.09,3032.692339,12132591.6409184,19612.0,1575.624454,6302969.69631701
2019-01-06 19:59:59,3990.0,4013.0,3989.12,4002.46,2004.541875,8022877.34753979,12730.0,918.0868130000001,3674037.57648183
2019-01-06 20:59:59,4001.41,4015.0,3967.01,3977.16,1848.30919,7385992.42820509,11913.0,942.1208220000001,3766233.33294209
2019-01-06 21:59:59,3980.57,3985.69,3953.53,3967.49,2190.129871,8688592.86825885,13209.0,1361.898669,5402114.31510021
2019-01-06 22:59:59,3967.49,3988.0,3965.42,3970.36,977.128225,3887798.12483857,9036.0,532.400619,2118318.40404557
2019-01-06 23:59:59,3970.99,4009.63,3970.79,3987.6,1232.875939,4925902.006660599,9472.0,657.280169,2626444.09927093
2019-01-07 00:59:59,3987.62,4017.9,3986.41,4008.05,1506.176402,6035399.71717911,10271.0,840.996953,3369924.98404494
2019-01-07 01:59:59,4008.88,4009.84,3972.06,3984.28,1753.09007,6988690.55476843,10628.0,899.081676,3584015.18596881
2019-01-07 02:59:59,3984.02,3987.2,3970.03,3987.2,1289.863277,5132623.17045088,8614.0,582.114504,2316639.26788434
2019-01-07 03:59:59,3987.04,3996.97,3983.03,3992.26,815.6225440000001,3254751.07731596,7321.0,386.25389900000005,1541460.46792779
2019-01-07 04:59:59,3991.69,3996.06,3986.4,3988.72,648.232107,2587752.34287779,6443.0,286.899838,1145352.22019935
2019-01-07 05:59:59,3987.89,3996.08,3980.08,3994.96,732.6578049999999,2923203.11465154,6484.0,360.49541,1438464.98195532
2019-01-07 06:59:59,3993.82,4001.77,3982.61,3990.78,1105.6592130000001,4414136.79488088,7383.0,623.325369,2488786.83526225
2019-01-07 07:59:59,3990.76,4001.21,3988.0,4001.0,1113.761223,4448357.74492572,7863.0,535.5031700000001,2138862.10716046
2019-01-07 08:59:59,4001.02,4015.0,3990.0,4007.7,2023.90655,8099668.14508647,10398.0,994.752601,3981570.86930363
2019-01-07 09:59:59,4007.68,4010.67,3921.53,3957.01,4055.9098590000003,16072562.36193083,19703.0,2005.6192449999999,7947052.22420558
2019-01-07 10:59:59,3957.01,3997.0,3955.5,3959.35,2001.424162,7952765.89534079,12297.0,1164.868669,4628477.71292542
2019-01-07 11:59:59,3959.35,3976.9,3952.07,3976.76,975.349508,3867116.65236122,7692.0,539.464175,2139116.5231948
2019-01-07 12:59:59,3976.78,3978.0,3955.02,3956.87,881.119979,3499065.88885061,8453.0,374.726911,1488389.48130098
2019-01-07 13:59:59,3956.87,3982.96,3955.02,3980.26,849.4360310000001,3372610.29195181,8071.0,473.90649299999995,1881743.45258044
2019-01-07 14:59:59,3980.98,4000.0,3975.8,3985.46,1168.983601,4660659.30757944,9416.0,619.493437,2470381.93285649
2019-01-07 15:59:59,3985.48,3990.0,3964.49,3969.91,1269.785993,5048909.11353388,9238.0,558.880529,2222694.91789188
2019-01-07 16:59:59,3969.91,3985.98,3965.0,3978.96,1225.540906,4872742.92938484,9127.0,693.463793,2757200.28060718
2019-01-07 17:59:59,3978.96,3989.18,3941.0,3979.34,2244.2085690000004,8913570.55908698,12430.0,1098.800677,4364592.22836327
2019-01-07 18:59:59,3979.34,3994.98,3976.0,3977.89,1326.024328,5282719.14575152,9216.0,751.8075809999999,2995428.60528491
2019-01-07 19:59:59,3977.0,3989.35,3974.31,3988.52,906.5373519999999,3610063.71833509,7383.0,511.66882999999996,2037784.81317321
2019-01-07 20:59:59,3987.71,3988.74,3961.0,3970.96,1272.856043,5061051.39328129,9232.0,664.8063490000001,2643327.90534142
2019-01-07 21:59:59,3969.88,3981.25,3967.0,3971.98,776.604485,3087541.07040205,6775.0,445.25684400000006,1770251.38765738
2019-01-07 22:59:59,3971.99,3975.35,3951.55,3964.81,1130.4271130000002,4482979.34293251,9750.0,585.844953,2323595.14116368
2019-01-07 23:59:59,3965.61,3978.97,3954.19,3975.45,796.6691440000001,3161440.16001275,7031.0,406.320335,1612498.12430786
2019-01-08 00:59:59,3976.76,3989.0,3973.79,3981.12,930.1738859999999,3703205.01115012,7707.0,466.43834699999996,1857097.30162857
2019-01-08 01:59:59,3981.12,3982.1,3960.0,3961.03,965.3574369999999,3830122.30509952,6936.0,487.97218499999997,1936111.03501196
2019-01-08 02:59:59,3961.53,3966.39,3922.0,3949.16,2296.01163,9051478.6671204,12229.0,1106.501319,4362012.70047629
2019-01-08 03:59:59,3949.0,3957.49,3942.0,3945.61,1034.499947,4085109.80356869,7703.0,554.170293,2188463.42064433
2019-01-08 04:59:59,3944.94,3947.62,3936.26,3944.88,1460.0147630000001,5755045.71703581,7986.0,786.7627980000001,3101436.28058678
2019-01-08 05:59:59,3943.86,3952.54,3939.81,3950.49,1002.696468,3957065.98697191,6631.0,488.068093,1926257.04596657
2019-01-08 06:59:59,3950.49,3965.66,3940.0,3958.56,1044.670249,4127405.26632324,7439.0,533.156158,2107066.1340621
2019-01-08 07:59:59,3959.59,3968.42,3946.09,3953.6,1038.145484,4110609.55947461,7134.0,496.417211,1965703.37909572
2019-01-08 08:59:59,3953.14,3974.2,3948.75,3960.64,1238.26706,4903701.40030705,8649.0,633.721912,2509370.08302739
2019-01-08 09:59:59,3960.67,3982.0,3958.48,3973.62,1716.901261,6812603.63645437,12239.0,821.128333,3258627.7433782
2019-01-08 10:59:59,3972.12,3982.25,3964.0,3980.69,1303.373959,5176651.93340527,9123.0,813.001138,3228747.02554419
2019-01-08 11:59:59,3981.81,4018.0,3967.93,4001.59,2222.315967,8874956.80300894,12727.0,1204.528426,4812458.64250576
2019-01-08 12:59:59,4002.32,4007.0,3988.64,3988.83,1582.5792279999998,6324672.33490804,9735.0,823.7688440000001,3292148.94117559
2019-01-08 13:59:59,3989.16,4039.0,3988.83,4026.72,2585.67229,10380813.57005678,15447.0,1425.434377,5722111.29409633
2019-01-08 14:59:59,4027.3,4028.19,4002.76,4008.81,2165.9034699999997,8696010.30718926,13184.0,1167.327538,4686320.32293037
2019-01-08 15:59:59,4008.81,4069.8,3981.0,4000.48,4677.308972,18827171.89000393,20635.0,2298.297174,9255597.37467491
2019-01-08 16:59:59,4002.04,4007.84,3938.82,3968.77,3645.257845,14497855.81235102,17807.0,1735.8083629999999,6905229.71109166
2019-01-08 17:59:59,3970.76,3984.4,3956.0,3962.0,1615.9689720000001,6419165.90393716,9662.0,854.4646640000001,3395200.81184961
2019-01-08 18:59:59,3962.0,3977.06,3954.0,3968.46,892.064159,3537767.99046852,7840.0,543.161654,2153742.15993009
2019-01-08 19:59:59,3969.42,3983.0,3957.93,3976.12,906.055119,3598745.40171415,7803.0,553.1157,2197161.83416576
2019-01-08 20:59:59,3976.11,3985.8,3965.4,3965.4,771.559473,3065726.19632006,7311.0,382.306135,1519374.53008696
2019-01-08 21:59:59,3965.4,3976.46,3960.9,3963.23,682.332459,2708073.03450476,7048.0,314.408375,1247925.69907548
2019-01-08 22:59:59,3963.34,3968.47,3952.3,3967.83,607.3329679999999,2405352.6700647003,7129.0,323.44419500000004,1280955.94223763
2019-01-08 23:59:59,3967.83,3971.4,3903.0,3955.13,2516.960056,9929535.34092785,12794.0,1234.574369,4871985.4821444005
2019-01-09 00:59:59,3955.45,3970.47,3930.04,3955.73,1725.7426030000001,6833071.23645478,10271.0,864.8483150000001,3425140.16681579
2019-01-09 01:59:59,3955.76,3997.74,3936.26,3986.0,2380.545266,9457363.80659639,12935.0,1030.026692,4092549.37493645
2019-01-09 02:59:59,3985.74,3999.89,3977.3,3980.64,1439.526341,5739201.97639516,9793.0,714.6296120000001,2849049.99966476
2019-01-09 03:59:59,3981.89,3992.75,3977.42,3981.03,986.812642,3934224.28200092,8864.0,433.012093,1726125.44377934
2019-01-09 04:59:59,3981.98,4002.0,3981.03,3994.0,928.313063,3704281.20851616,8104.0,431.214492,1721116.53672832
2019-01-09 05:59:59,3994.0,3999.2,3983.0,3987.98,802.910191,3203397.82473787,7068.0,411.094666,1640034.97077714
2019-01-09 06:59:59,3988.19,3990.0,3978.0,3986.63,801.9343309999999,3195489.20837446,6799.0,403.355502,1607391.65321012
2019-01-09 07:59:59,3986.44,4000.0,3985.02,3987.88,797.726342,3184855.29219176,7428.0,374.056175,1493403.31480122
2019-01-09 08:59:59,3987.76,3991.78,3971.11,3982.54,1076.596718,4288752.72005875,8026.0,628.774013,2505016.11319217
2019-01-09 09:59:59,3982.85,3996.98,3976.0,3978.0,930.436261,3707677.46215059,7990.0,559.87866,2231126.26502493
2019-01-09 10:59:59,3977.7,3987.07,3971.5,3982.77,1215.609054,4840254.75252479,7626.0,720.727261,2869749.22616032
2019-01-09 11:59:59,3982.53,4006.81,3980.58,3986.44,1377.455574,5501104.94040565,9033.0,833.485354,3328976.96009494
2019-01-09 12:59:59,3985.52,3996.3,3956.0,3976.72,1947.409478,7749174.23523106,11018.0,821.899953,3270304.38740891
2019-01-09 13:59:59,3976.86,3977.71,3952.0,3968.09,1406.145935,5576075.48435384,9084.0,760.0595,3014015.85463901
2019-01-09 14:59:59,3968.07,3968.11,3941.0,3951.22,1689.8458920000003,6690201.90902774,10051.0,860.502275,3407363.15197379
2019-01-09 15:59:59,3951.22,3971.18,3942.39,3958.28,1552.413564,6145699.32104011,9381.0,763.079947,3021211.06236605
2019-01-09 16:59:59,3957.59,3977.93,3952.44,3963.03,1328.487833,5267254.2878444,9085.0,775.913053,3076512.64520728
